diff_id,language,anchor,synonym,antonym,entail_syn,entail_ant,contra_syn,contra_ant,signed_syn,signed_ant,entail_delta,signed_delta
227,cpp,allow,permit,forbid,0.9957066178321838,0.00039986890624277294,0.0009665321558713913,0.9991047978401184,0.9947400856763124,-0.9987049289338756,0.9953067489259411,1.993445014610188
634,cpp,add,insert,remove,0.9302112460136414,0.0002273009595228359,0.05665596202015877,0.9991305470466614,0.8735552839934826,-0.9989032460871385,0.9299839450541185,1.8724585300806211
932,cpp,add,insert,remove,0.9859243035316467,0.0001669508492341265,0.005920435767620802,0.9989972710609436,0.9800038677640259,-0.9988303202117095,0.9857573526824126,1.9788341879757354
932,cpp,disable,block,enable,0.9853261709213257,0.0006263732793740928,0.006990264169871807,0.9965189695358276,0.9783359067514539,-0.9958925962564535,0.9846997976419516,1.9742285030079074
932,cpp,create,build,destroy,0.9315698742866516,0.0002356753684580326,0.025200773030519485,0.9970781803131104,0.9063691012561321,-0.9968425049446523,0.9313341989181936,1.9032116062007844
1558,cpp,adding,inserting,removing,0.6182935833930969,9.491921082371846e-05,0.35832831263542175,0.9997617602348328,0.25996527075767517,-0.999666841024009,0.6181986641822732,1.2596321117816842
2427,cpp,added,inserted,removed,0.9870097637176514,0.00016992478049360216,0.007216146681457758,0.9993556141853333,0.9797936170361936,-0.9991856894048396,0.9868398389371578,1.9789793064410333
2909,cpp,remove,delete,insert,0.9862596988677979,0.0003216167096979916,0.0029797744937241077,0.9989976286888123,0.9832799243740737,-0.9986760119791143,0.9859380821580999,1.981955936353188
3149,cpp,added,inserted,removed,0.9958786964416504,0.0001032115105772391,0.0012775419745594263,0.9996460676193237,0.994601154467091,-0.9995428561087465,0.9957754849310732,1.9941440105758375
4054,cpp,add,insert,remove,0.9907934069633484,0.0001445085508748889,0.0011480592656880617,0.9986864924430847,0.9896453476976603,-0.9985419838922098,0.9906488984124735,1.9881873315898702
4103,cpp,adds,inserts,removes,0.9889348149299622,0.0001269470085389912,0.005689404439181089,0.9996709823608398,0.9832454104907811,-0.9995440353523009,0.9888078679214232,1.982789445843082
4442,cpp,add,insert,remove,0.9883221983909607,0.00010733436647569761,0.004171885084360838,0.9991791844367981,0.9841503133065999,-0.9990718500703224,0.988214864024485,1.9832221633769223
4496,cpp,added,inserted,removed,0.9566468000411987,0.00015250559954438359,0.03225097805261612,0.9992601275444031,0.9243958219885826,-0.9991076219448587,0.9564942944416543,1.9235034439334413
4496,cpp,allow,permit,forbid,0.9944766163825989,0.0002011736505664885,0.0011609832290560007,0.99952232837677,0.9933156331535429,-0.9993211547262035,0.9942754427320324,1.9926367878797464
5010,cpp,remove,delete,insert,0.9911535382270813,0.00018068654753733426,0.0026381437201052904,0.9993183612823486,0.988515394506976,-0.9991376747348113,0.990972851679544,1.9876530692417873
5208,cpp,include,contain,exclude,0.9251660108566284,0.00012682851229328662,0.021740805357694626,0.9994506239891052,0.9034252054989338,-0.9993237954768119,0.9250391823443351,1.9027490009757457
5697,cpp,add,insert,remove,0.9908673763275146,0.00011432696919655427,0.0026306025683879852,0.9991652965545654,0.9882367737591267,-0.9990509695853689,0.9907530493583181,1.9872877433444955
5709,cpp,remove,delete,insert,0.9700535535812378,0.0004200451949145645,0.006283045746386051,0.99595707654953,0.9637705078348517,-0.9955370313546155,0.9696335083863232,1.9593075391894672
5709,cpp,includes,contains,excludes,0.9564557075500488,0.0007291012443602085,0.007413074374198914,0.9974527955055237,0.9490426331758499,-0.9967236942611635,0.9557266063056886,1.9457663274370134
5971,cpp,added,inserted,removed,0.9961535334587097,0.00013447515084408224,0.001541933510452509,0.9992250204086304,0.9946115999482572,-0.9990905452577863,0.9960190583078656,1.9937021452060435
6312,cpp,disable,block,enable,0.9600799083709717,0.0018478988204151392,0.004218606278300285,0.989391565322876,0.9558613020926714,-0.9875436665024608,0.9582320095505565,1.9434049685951322
6449,cpp,add,insert,remove,0.7614695429801941,0.00013888286775909364,0.21947865188121796,0.9992984533309937,0.5419908910989761,-0.9991595704632346,0.761330660112435,1.5411504615622107
6547,cpp,add,insert,remove,0.910262405872345,0.0001318982831435278,0.06887137144804001,0.999133288860321,0.841391034424305,-0.9990013905771775,0.9101305075892014,1.8403924250014825
7572,cpp,adding,inserting,removing,0.9742137789726257,0.00023513182532042265,0.005088763777166605,0.998977780342102,0.9691250151954591,-0.9987426485167816,0.9739786471473053,1.9678676637122408
7590,cpp,adding,inserting,removing,0.9679703116416931,0.005676573608070612,0.023314449936151505,0.8999972343444824,0.9446558617055416,-0.8943206607364118,0.9622937380336225,1.8389765224419534
8146,cpp,allow,permit,forbid,0.996762752532959,0.0004447362734936178,0.0007384367054328322,0.9990599751472473,0.9960243158275262,-0.9986152388737537,0.9963180162594654,1.9946395547012798
8313,cpp,start,begin,stop,0.9757541418075562,0.007451897952705622,0.0017543911235406995,0.9774695038795471,0.9739997506840155,-0.9700176059268415,0.9683022438548505,1.944017356610857
8542,cpp,removed,deleted,inserted,0.994607150554657,0.00018877082038670778,0.0006502486066892743,0.999401330947876,0.9939569019479677,-0.9992125601274893,0.9944183797342703,1.993169462075457
8543,cpp,add,insert,remove,0.989984393119812,0.00010864003706956282,0.0024700656067579985,0.9990233182907104,0.987514327513054,-0.9989146782536409,0.9898757530827424,1.986429005766695
8543,cpp,remove,delete,insert,0.5104466676712036,0.000737119116820395,0.14796148240566254,0.9877756834030151,0.3624851852655411,-0.9870385642861947,0.5097095485543832,1.3495237495517358
8735,cpp,add,insert,remove,0.9963341951370239,0.0001707587653072551,0.000506154668983072,0.9989952445030212,0.9958280404680409,-0.998824485737714,0.9961634363717167,1.9946525262057548
8875,cpp,allow,permit,forbid,0.9975413084030151,0.00031149780261330307,0.0006625500391237438,0.9993805885314941,0.9968787583638914,-0.9990690907288808,0.9972298106004018,1.9959478490927722
9568,cpp,add,insert,remove,0.9864713549613953,0.00016510314890183508,0.006653197109699249,0.9985927939414978,0.979818157851696,-0.998427690792596,0.9863062518124934,1.978245848644292
10309,cpp,remove,delete,insert,0.9939606189727783,0.00028510368429124355,0.0021367589943110943,0.9983752965927124,0.9918238599784672,-0.9980901929084212,0.9936755152884871,1.9899140528868884
10309,cpp,allow,permit,forbid,0.9942521452903748,0.000971607631072402,0.001441705273464322,0.9969825148582458,0.9928104400169104,-0.9960109072271734,0.9932805376593024,1.9888213472440839
10504,cpp,allow,permit,forbid,0.9933831095695496,0.00045523495646193624,0.0026475009508430958,0.9987319111824036,0.9907356086187065,-0.9982766762259416,0.9929278746130876,1.989012284844648
11034,cpp,add,insert,remove,0.9808377623558044,0.0007196012884378433,0.012751050293445587,0.9975665807723999,0.9680867120623589,-0.9968469794839621,0.9801181610673666,1.964933691546321
11174,cpp,started,began,stopped,0.7616062164306641,0.0030222570057958364,0.03001425787806511,0.9332266449928284,0.731591958552599,-0.9302043879870325,0.7585839594248682,1.6617963465396315
11339,cpp,add,insert,remove,0.9935613870620728,0.00013879124890081584,0.0023326948285102844,0.9987840056419373,0.9912286922335625,-0.9986452143930364,0.9934225958131719,1.989873906626599
12096,cpp,remove,delete,insert,0.9966766834259033,0.00024367799051105976,0.0008002502145245671,0.9978737831115723,0.9958764332113788,-0.9976301051210612,0.9964330054353923,1.99350653833244
12097,cpp,add,insert,remove,0.9889886975288391,0.0001860331540228799,0.0020749405957758427,0.9991569519042969,0.9869137569330633,-0.998970918750274,0.9888026643748162,1.9858846756833373
12116,cpp,remove,delete,insert,0.9904576539993286,0.0002598711580503732,0.003120720386505127,0.9991981387138367,0.9873369336128235,-0.9989382675557863,0.9901977828412782,1.9862752011686098
12116,cpp,include,contain,exclude,0.8902636170387268,0.007286338601261377,0.07530494034290314,0.9724962711334229,0.8149586766958237,-0.9652099325321615,0.8829772784374654,1.7801686092279851
12213,cpp,add,insert,remove,0.944001317024231,0.0002717335300985724,0.006233911495655775,0.9984495639801025,0.9377674055285752,-0.998177830450004,0.9437295834941324,1.9359452359785791
12345,cpp,add,insert,remove,0.951127827167511,0.0001404492650181055,0.034374091774225235,0.9992825388908386,0.9167537353932858,-0.9991420896258205,0.9509873779024929,1.9158958250191063
12518,cpp,disable,block,enable,0.9938064813613892,0.0005349144339561462,0.0006193196168169379,0.9961827397346497,0.9931871617445722,-0.9956478253006935,0.993271566927433,1.9888349870452657
13200,cpp,add,insert,remove,0.9837878942489624,0.0002097466931445524,0.006589815020561218,0.9985164999961853,0.9771980792284012,-0.9983067533030408,0.9835781475558178,1.975504832531442
13296,cpp,add,insert,remove,0.9697712659835815,0.0001710945798549801,0.01586848311126232,0.9988009929656982,0.9539027828723192,-0.9986298983858433,0.9696001714037266,1.9525326812581625
